CUST_ID,AGE_GB,EST_INCOME,CB_SCORE,TOTAL_SPENDING,SPENDING_COUNT,INST_CNT,OVERDUE_CNT,PAY_VISIT_CNT,TEL_GRADE,s_trust,s_activity,s_potential,tps_score
SYN_3518,50대,46767157,737,24426744,71,6,0,11,4,70.0,68.674,41.77,61.133199999999995
SYN_3519,30대,51416622,760,10473407,63,8,0,19,1,60.0,55.400999999999996,61.538000000000004,59.0817
SYN_3521,40대,49753721,736,16170067,83,6,0,17,4,70.0,70.092,45.366,62.6374
SYN_3522,20대,46449431,751,12530394,64,3,0,11,5,85.0,47.468,78.76400000000001,71.8696
SYN_3523,30대,43418245,662,18913663,78,3,0,0,3,85.0,46.442,55.864000000000004,64.6918
SYN_3526,20대,39841104,634,12020099,49,7,0,10,5,65.0,38.577999999999996,63.696,56.682199999999995
SYN_3532,30대,46461937,877,14105815,23,3,0,1,1,85.0,16.241,63.596000000000004,57.951100000000004
SYN_3536,30대,45388004,682,17943478,37,0,0,11,4,100.0,43.73,65.386,72.73479999999999
SYN_3537,30대,52960958,670,24419006,81,8,0,1,4,60.0,57.731,73.16,63.26729999999999
SYN_3544,20대,35581404,600,8842757,89,2,0,16,2,90.0,60.848,42.902,67.125
SYN_3547,30대,41034851,698,11087804,80,0,0,5,3,100.0,42.577,56.178,69.6265
SYN_3548,20대,37846361,644,11311138,76,8,0,15,5,60.0,56.227,63.141999999999996,59.8107
SYN_3549,20대,57672958,881,33998167,38,9,0,18,3,55.0,70.571,85.944,68.9545
SYN_3554,30대,53742427,830,19286061,70,9,0,5,1,55.0,51.143,69.598,58.222300000000004
SYN_3555,50대,43907311,694,19301479,77,4,1,6,2,50.0,55.735,22.580000000000002,43.4945
SYN_3556,30대,51909904,930,15397366,18,8,0,18,5,60.0,41.272999999999996,94.952,64.8675
SYN_3561,30대,51861883,828,20546838,26,2,2,19,1,30.0,54.691,67.876,48.7701
SYN_3562,20대,38376889,724,8813163,58,5,0,16,3,75.0,47.288,56.884,61.251599999999996
SYN_3568,20대,40717132,600,8709266,72,6,0,5,2,70.0,36.699,45.186,52.56549999999999
SYN_3570,20대,61007621,933,23640051,93,4,0,14,5,80.0,81.439,99.44200000000001,86.26429999999999
SYN_3575,50대,35644004,638,12812726,87,7,0,8,3,65.0,53.166999999999994,20.174,48.0023
SYN_3576,20대,33237408,618,8467300,55,9,1,1,5,25.0,23.161,61.214,35.3125
SYN_3581,40대,59447189,831,28239826,22,5,0,4,2,75.0,40.440000000000005,48.324,56.629200000000004
SYN_3582,30대,54191201,945,32360893,54,5,0,4,2,75.0,56.57000000000001,78.94200000000001,70.65360000000001
SYN_3583,30대,58679739,860,21022528,62,6,0,11,3,70.0,59.684,85.57600000000001,71.578
SYN_3586,50대,48980011,795,22032357,26,7,0,9,5,65.0,42.061,56.228,55.4867
SYN_3593,20대,49040225,797,28697867,56,1,0,3,4,95.0,54.49,80.492,78.4946
SYN_3594,30대,53092063,818,28277575,71,6,0,11,1,70.0,72.97,68.31,70.384
SYN_3596,40대,46080005,810,17760196,59,8,0,14,2,60.0,57.765,35.812,52.0731
SYN_3597,30대,49262485,772,24384722,52,0,0,9,5,100.0,57.29899999999999,84.326,82.4875
SYN_3601,20대,45992552,758,11555813,77,0,0,17,3,100.0,60.07600000000001,66.88,78.0868
SYN_3603,20대,40597532,744,16435567,93,6,0,4,3,70.0,55.275999999999996,60.066,62.602599999999995
SYN_3604,30대,46137410,689,14377529,84,4,0,12,2,80.0,60.428,54.75,66.5534
SYN_3606,20대,45033460,727,11909795,95,0,0,3,2,100.0,47.546,56.714,71.278
SYN_3608,50대,39914875,614,14788954,81,0,0,8,4,100.0,53.573,27.224,64.2391
SYN_3609,20대,41049195,742,10361055,37,1,0,17,3,95.0,40.592,60.188,68.234
SYN_3610,30대,51457001,670,24678471,54,9,0,2,5,55.0,47.801,77.852,59.695899999999995
SYN_3616,30대,47433570,661,18143151,50,8,2,10,1,0.0,48.604,48.568,29.1516
SYN_3626,30대,53020779,764,21868836,45,2,0,3,1,90.0,41.11,63.31400000000001,67.3272
SYN_3629,30대,51522776,861,13321233,93,8,0,8,4,60.0,56.520999999999994,87.146,67.1001
SYN_3635,40대,42504085,823,10877163,42,5,0,11,5,75.0,34.93,50.748000000000005,55.7034
SYN_3636,30대,50964586,624,22086327,34,9,0,9,1,55.0,45.601,51.348,51.0847
SYN_3638,30대,43194512,670,25657708,28,5,0,9,1,75.0,48.515,44.128,57.792899999999996
SYN_3639,20대,47506001,825,11330192,56,6,0,8,5,70.0,37.177,86.628,65.14150000000001
SYN_3640,20대,45634007,671,14342429,94,9,0,9,5,55.0,60.277,70.98,61.3771
SYN_3641,20대,52435603,732,28723365,42,7,0,8,2,65.0,55.873,65.77799999999999,62.49529999999999
SYN_3642,20대,49584747,794,11350385,76,2,0,0,1,90.0,33.592,62.84,64.9296
SYN_3644,30대,49992875,672,27513793,23,7,0,15,1,65.0,56.945,52.396,58.8023
SYN_3648,30대,53314999,758,21843922,88,5,1,13,4,45.0,75.151,81.116,64.8801
SYN_3649,30대,36768094,643,13358095,42,5,0,12,2,75.0,40.384,44.714,55.5294
SYN_3660,20대,41681049,701,13499334,51,2,0,5,2,90.0,33.876999999999995,50.954,61.4493
SYN_3662,20대,53537685,775,17070322,95,5,0,13,1,75.0,71.123,64.95400000000001,70.8231
SYN_3663,40대,27536937,622,8875733,74,7,0,7,3,65.0,40.620999999999995,19.078,43.909699999999994
SYN_3665,50대,48502721,785,26866686,56,6,0,17,3,70.0,74.074,42.692,63.0298
SYN_3670,50대,40245843,748,19701068,44,9,0,19,5,55.0,61.363,42.294000000000004,53.097100000000005
SYN_3671,40대,47317230,794,22139221,93,9,0,0,2,55.0,57.885999999999996,36.004000000000005,50.166999999999994
SYN_3672,30대,46855899,767,24341623,41,6,0,11,1,70.0,55.349999999999994,56.854,61.661199999999994
SYN_3678,50대,51158778,859,15493224,64,2,1,10,1,60.0,50.558,38.708,50.7798
SYN_3689,30대,45238693,760,20231518,63,9,0,12,1,55.0,60.53999999999999,54.126000000000005,56.39979999999999
SYN_3693,50대,40264281,715,15462550,85,2,1,3,4,60.0,48.712,33.192,48.5712
SYN_3700,20대,59409556,759,30475715,60,4,0,5,3,80.0,60.165000000000006,78.18,73.5035
SYN_3702,50대,58987310,793,19094336,89,4,0,12,4,80.0,70.05199999999999,57.44800000000001,70.25
SYN_3705,30대,41839670,753,19132086,68,8,0,12,1,60.0,60.874,49.974000000000004,57.254400000000004
SYN_3706,20대,55560583,753,30718610,81,8,0,5,1,60.0,69.431,64.238,64.1007
SYN_3708,20대,42652672,693,15391651,23,9,1,3,2,25.0,21.218,51.172,31.717
SYN_3715,40대,45445937,696,10300268,27,4,0,2,2,80.0,13.634999999999998,24.45,43.4255
SYN_3716,30대,41533630,637,16880111,64,4,0,14,3,80.0,58.637,53.019999999999996,65.49709999999999
SYN_3719,50대,51151256,889,17309022,65,5,1,10,5,45.0,53.938,63.622,53.268
SYN_3722,20대,47419261,650,22234424,58,7,0,1,1,65.0,44.272999999999996,48.025999999999996,53.6897
SYN_3728,30대,45329432,694,26309799,69,5,0,16,2,75.0,77.622,54.184,69.5418
SYN_3730,20대,42217242,692,16643865,62,5,0,1,3,75.0,37.535,56.72,58.2765
SYN_3733,30대,44527052,821,17208641,80,8,0,0,4,60.0,44.782,76.75,60.459599999999995
SYN_3736,30대,41832024,726,19319447,15,0,0,4,1,100.0,25.004000000000005,47.302,61.6918
SYN_3738,30대,44243099,849,10680239,79,3,0,19,5,85.0,62.513,84.028,77.9623
SYN_3741,20대,44861117,696,13521251,95,9,0,16,3,55.0,69.782,59.79,60.8716
SYN_3742,20대,42616672,772,24188870,17,9,0,0,5,55.0,27.273999999999997,76.50200000000001,53.1328
SYN_3743,20대,42822197,683,20039805,24,1,0,6,1,95.0,33.596999999999994,44.641999999999996,61.4717
SYN_3747,40대,62900509,921,12918356,35,8,0,2,3,60.0,21.113,57.52,47.5899
SYN_3750,20대,48696497,654,13725116,48,2,0,15,2,90.0,48.129,55.84,67.19069999999999
SYN_3751,20대,48538615,774,22965313,12,9,0,15,5,55.0,45.843,83.688,60.8593
SYN_3753,30대,49564576,800,25067764,66,1,0,11,4,95.0,67.526,81.346,82.6616
SYN_3755,40대,58549372,783,31379174,19,7,0,8,4,65.0,46.477,56.366,56.852900000000005
SYN_3756,20대,49353780,735,15638767,12,3,0,13,5,85.0,31.791000000000004,80.804,67.77850000000001
SYN_3757,20대,45310967,739,25936515,55,1,0,11,1,95.0,63.837999999999994,52.192,72.809
SYN_3759,30대,40519909,753,17066124,31,3,0,15,1,85.0,45.685,48.954,62.3917
SYN_3768,50대,48869366,738,23389641,76,6,0,16,1,70.0,76.46799999999999,26.496000000000002,58.889199999999995
SYN_3770,30대,55496618,827,24346119,74,6,1,11,4,40.0,69.79599999999999,88.656,63.5356
SYN_3773,20대,53141742,926,13237396,28,0,0,3,4,100.0,20.258,89.988,73.07379999999999
SYN_3775,30대,46706013,705,27334500,71,0,0,16,2,100.0,79.52199999999999,56.79,80.89359999999999
SYN_3777,50대,40182133,640,10011387,66,2,0,0,1,90.0,27.583999999999996,10.168000000000001,47.3256
SYN_3778,30대,46179838,742,13944130,97,1,0,16,4,95.0,71.362,71.46000000000001,80.8466
SYN_3781,20대,45060889,950,23677296,85,2,0,10,4,90.0,72.118,81.006,81.93719999999999
SYN_3787,20대,43141092,685,19302997,22,3,0,18,1,85.0,49.364999999999995,45.124,62.3467
SYN_3790,50대,58896846,881,31525106,25,6,0,17,1,70.0,62.95,44.284000000000006,60.17020000000001
SYN_3795,30대,51042987,884,20738483,25,1,0,19,4,95.0,54.403,87.398,80.54029999999999
SYN_3797,30대,45512631,705,15965707,61,6,0,1,5,70.0,36.191,73.346,60.86110000000001
SYN_3799,20대,45970246,795,26145034,93,4,0,8,4,80.0,75.877,76.464,77.7023
SYN_3801,30대,55802208,880,11969625,50,7,1,8,2,35.0,35.665,79.104,48.4307
SYN_3808,20대,44867384,719,24338406,57,7,1,11,3,35.0,62.5,61.83,51.299
SYN_3811,20대,41953792,733,12264230,48,4,0,12,1,80.0,41.58,48.114000000000004,58.908199999999994
SYN_3817,40대,51812757,703,27952699,22,9,0,15,2,55.0,56.871,32.632,48.8509
SYN_3821,20대,48044660,668,12283993,13,7,0,12,5,65.0,25.534,73.81,55.803200000000004
SYN_3822,20대,41875466,698,18093868,52,8,0,13,3,60.0,53.795,56.866,57.1983
SYN_3826,50대,45088941,652,25035326,90,6,0,6,4,70.0,70.247,33.286,59.0599
SYN_3831,20대,50287060,752,19582578,97,5,0,1,1,75.0,57.385,59.668000000000006,65.1159
SYN_3833,30대,47611506,688,23740366,55,6,0,11,4,70.0,60.67,68.638,66.7924
SYN_3837,30대,39928720,768,20837547,56,6,0,16,2,70.0,64.054,56.05200000000001,64.0318
SYN_3840,50대,46283032,625,22891480,95,2,0,4,1,90.0,66.146,15.636000000000001,60.534600000000005
SYN_3841,40대,45951505,776,26198418,62,5,0,19,4,75.0,78.827,44.620000000000005,67.0341
SYN_3843,30대,49010860,816,18562063,34,5,0,9,1,75.0,40.297,63.900000000000006,61.259100000000004
SYN_3852,20대,53189408,600,14321257,50,8,0,17,2,60.0,52.858000000000004,58.602000000000004,57.438
SYN_3859,30대,50459366,779,11056879,12,0,0,2,4,100.0,7.587,80.494,66.4243
SYN_3866,50대,50468387,848,15069050,86,6,2,12,3,10.0,62.338,49.574000000000005,37.5736
SYN_3872,20대,31623528,653,8136069,22,0,0,12,5,100.0,25.122,62.34,66.2386
SYN_3873,30대,61098820,883,25855767,27,9,0,9,4,55.0,48.19499999999999,92.72200000000001,64.27510000000001
SYN_3877,20대,42423951,783,11623234,46,3,0,1,1,85.0,22.777,53.366,56.8429
SYN_3878,20대,39632805,693,8543781,52,6,0,15,4,70.0,43.043,60.86,59.1709
SYN_3879,20대,45593238,745,9775004,43,5,0,3,1,75.0,21.752000000000002,53.153999999999996,52.471799999999995
SYN_3884,20대,56782058,794,30243702,90,5,0,18,2,75.0,92.657,74.80000000000001,80.2371
SYN_3887,50대,51666199,756,22556427,64,4,0,4,5,80.0,52.06400000000001,55.442,64.2518
SYN_3891,40대,48860812,793,16770697,61,6,0,6,1,70.0,44.951,31.880000000000003,51.0493
SYN_3893,30대,45341460,676,25286534,94,8,0,8,4,60.0,75.361,64.934,66.0885
SYN_3896,30대,45148071,763,10297310,45,5,0,4,2,75.0,24.796,60.276,55.5216
SYN_3900,30대,42498268,636,25164449,63,9,0,7,3,55.0,60.147,53.772,56.1757
SYN_3901,40대,47416683,741,21172341,68,6,0,1,4,70.0,47.143,42.948,55.0273
SYN_3906,40대,48693849,677,13312202,61,8,0,19,5,60.0,58.919,45.184,55.2309
SYN_3907,20대,49385890,691,23291750,28,6,0,19,2,70.0,59.699,58.956,63.596500000000006
SYN_3908,30대,54869886,848,27728634,21,5,0,6,4,75.0,42.555,89.39,69.5835
SYN_3915,30대,50038262,837,18601079,20,2,0,3,1,90.0,24.656000000000002,66.418,63.322199999999995
SYN_3917,50대,53609111,798,29198365,57,0,0,14,1,100.0,72.025,37.21600000000001,72.7723
SYN_3918,30대,42640157,662,11098932,88,9,0,17,1,55.0,64.258,43.084,54.202600000000004
SYN_3919,40대,40790428,724,12707647,25,8,0,1,4,60.0,15.024999999999999,34.288,38.7939
SYN_3920,40대,50333561,847,11949033,80,6,1,13,5,40.0,56.257000000000005,61.384,51.2923
SYN_3921,30대,48472634,761,13783248,56,2,0,9,1,90.0,42.799,58.244,66.3129
SYN_3924,40대,61301078,935,18113949,76,9,0,4,4,55.0,50.44,63.504000000000005,56.1832
SYN_3926,20대,48132359,781,27293611,40,8,0,11,4,60.0,58.472,77.872,64.9032
SYN_3927,20대,42204006,765,9759417,85,2,0,9,5,90.0,49.393,75.394,73.43610000000001
SYN_3933,30대,46533708,725,17262425,17,2,0,17,2,90.0,42.436,58.338,66.2322
SYN_3934,20대,48567280,760,20056318,98,6,0,5,2,70.0,64.759,64.266,66.70750000000001
SYN_3943,20대,47779188,737,26731367,70,1,0,11,4,95.0,71.19800000000001,73.118,81.2948
SYN_3944,30대,54899357,806,32889023,53,9,0,0,2,55.0,50.129999999999995,74.846,59.4928
SYN_3948,30대,56394616,826,28273736,59,6,0,6,3,70.0,60.044999999999995,83.03,70.92249999999999
SYN_3953,50대,41378945,687,24343911,44,6,0,11,5,70.0,56.775999999999996,37.644,56.32599999999999
SYN_3954,50대,39069282,643,20114446,85,0,0,6,4,100.0,60.63099999999999,27.658,66.4867
SYN_3955,30대,34949006,603,20454991,70,9,0,8,2,55.0,57.659,43.147999999999996,52.24209999999999
SYN_3957,30대,52994078,790,25591279,94,1,0,19,2,95.0,92.083,71.94200000000001,87.2075
SYN_3958,30대,50294100,661,11663471,99,4,1,14,5,50.0,65.663,76.132,62.5385
SYN_3959,30대,38424590,600,13862365,64,3,0,11,1,85.0,49.562,37.85,60.223600000000005
SYN_3962,20대,47842847,781,21942591,75,2,0,12,2,90.0,67.97,65.55600000000001,76.0578
SYN_3969,30대,64783912,949,22045149,23,9,0,3,5,55.0,31.394,99.816,61.363
SYN_3971,30대,49977789,749,15460807,13,7,0,9,1,65.0,25.866999999999997,58.918,51.435500000000005
SYN_3972,20대,53031178,817,22854300,26,6,0,2,4,70.0,32.551,86.17,63.616299999999995
SYN_3973,40대,41845417,756,23994193,78,8,0,4,1,60.0,60.212,20.262,48.1422
SYN_3977,30대,50493640,742,10805272,33,2,0,3,2,90.0,18.48,64.852,60.9996
SYN_3980,20대,46504318,823,23609892,58,9,0,18,4,55.0,71.879,79.236,67.33449999999999
SYN_3983,30대,40629899,726,19871714,64,0,0,14,4,100.0,63.352999999999994,64.366,78.31569999999999
SYN_3985,20대,46816142,771,27414660,80,8,0,6,1,60.0,68.437,57.196,61.689899999999994
SYN_3986,20대,45821036,775,26222668,32,8,0,2,4,60.0,39.995,74.398,58.317899999999995
SYN_3989,40대,43692001,696,22059786,90,0,0,15,1,100.0,79.181,16.466,68.6941
SYN_3992,50대,44245091,829,18059231,21,7,0,14,1,65.0,41.205,28.948,47.0459
SYN_3994,20대,51594081,736,14534414,20,9,0,17,1,55.0,39.422,59.398,51.646
SYN_3995,50대,50088431,689,20941686,84,0,0,2,5,100.0,55.187,47.69,70.8631
SYN_3997,20대,39863287,792,20176435,38,5,0,13,2,75.0,50.687,58.382000000000005,62.7207
SYN_3998,20대,48792289,678,27239158,71,8,0,0,4,60.0,55.228,69.346,61.37219999999999
SYN_4003,20대,43547356,752,22465419,62,2,0,6,3,90.0,54.05899999999999,63.536,71.2785
SYN_4009,20대,51734877,749,14387819,57,5,0,1,2,75.0,31.885,66.838,59.6169
SYN_4026,20대,51457767,836,22634960,95,2,0,9,3,90.0,73.445,79.94200000000001,82.0161
SYN_4027,50대,49493877,787,16474996,75,4,0,15,1,80.0,63.965,32.010000000000005,60.7925
SYN_4028,20대,46424511,747,9455849,57,6,0,11,4,70.0,40.036,72.35,61.7158
SYN_4031,20대,56810646,815,15912001,68,9,0,17,2,55.0,63.18400000000001,76.47,63.89620000000001
SYN_4033,30대,46852059,861,11492260,80,3,0,5,3,85.0,43.266999999999996,75.614,69.6643
SYN_4036,20대,52739201,794,28325573,66,3,2,16,3,25.0,78.21799999999999,78.116,56.9002
SYN_4039,30대,53006650,750,16082350,85,6,0,7,3,70.0,55.849,74.04400000000001,66.9679
SYN_4042,30대,45831700,645,14385616,12,4,0,8,2,80.0,22.137,51.872,54.2027
SYN_4044,20대,54823494,664,32015529,90,0,0,18,5,100.0,93.167,80.286,92.0359
SYN_4047,30대,43605266,725,15333124,41,9,0,1,1,55.0,26.156999999999996,48.93,44.5261
SYN_4050,20대,49836524,701,10158390,17,1,0,6,4,95.0,14.797,72.26599999999999,64.1189
SYN_4051,20대,46219546,735,14491605,96,5,0,10,3,75.0,62.980000000000004,64.86,68.352
SYN_4053,20대,53867030,754,13343931,39,8,0,12,2,60.0,38.954,69.188,56.4426
SYN_4055,30대,49561555,792,11950451,24,6,0,9,3,70.0,25.563000000000002,74.642,58.061499999999995
SYN_4056,30대,45260621,744,10454973,83,3,0,14,2,85.0,56.81099999999999,58.622,68.6299
SYN_4058,30대,55930361,788,24458558,64,1,0,6,5,95.0,58.115,91.822,82.9811
SYN_4067,30대,45292190,755,12488827,47,3,0,5,3,85.0,30.719,65.75200000000001,62.9413
SYN_4069,30대,32936371,600,11346484,24,4,0,11,3,80.0,27.564,48.534,54.82939999999999
SYN_4071,20대,41115765,674,22400160,39,1,0,2,4,95.0,37.498999999999995,60.572,67.4213
SYN_4076,50대,49995164,738,18484974,55,0,0,15,2,100.0,58.543,33.844,67.7161
SYN_4077,50대,49610193,653,28093088,73,3,0,19,2,85.0,85.349,26.848,67.6591
SYN_4081,30대,50405646,797,20120684,35,5,0,8,5,75.0,41.555,88.16,68.91449999999999
SYN_4082,20대,60190985,872,21640744,87,0,0,9,3,100.0,68.31099999999999,86.284,86.3785
SYN_4086,30대,45559125,847,22786650,76,0,1,12,4,70.0,69.73599999999999,79.472,72.7624
SYN_4087,20대,44383682,732,10175848,45,8,0,7,1,60.0,29.191000000000003,50.402,47.8779
SYN_4090,30대,52007124,869,12262830,99,4,2,5,4,20.0,52.997,87.894,50.2673
SYN_4095,20대,47477202,761,21876995,87,1,0,2,4,95.0,57.876999999999995,74.96000000000001,77.8511
SYN_4097,30대,46570471,723,18384917,40,1,0,11,4,95.0,45.806,70.174,72.794
SYN_4100,20대,48454554,700,25010598,87,3,0,8,4,85.0,71.881,70.544,76.7275
SYN_4105,50대,44025965,725,24941076,49,1,0,8,3,95.0,55.254999999999995,31.386,63.99229999999999
SYN_4106,20대,46595143,718,16557432,83,3,0,10,4,85.0,60.426,69.82,73.0738
SYN_4108,30대,47924385,763,21017910,82,5,0,5,2,75.0,59.129000000000005,63.784000000000006,66.8739
SYN_4116,50대,43470550,762,17400333,55,6,0,1,2,70.0,35.755,28.306000000000004,47.2183
SYN_4123,20대,46931666,750,27813782,51,5,0,6,4,75.0,56.227,73.27600000000001,68.8509
SYN_4124,50대,48481702,784,25813295,27,3,0,8,2,85.0,46.485,36.57000000000001,58.9165
SYN_4126,20대,51424597,845,29039217,45,9,2,18,3,0.0,72.45700000000001,80.388,45.853500000000004
SYN_4130,50대,51408797,825,15511886,85,2,0,17,1,90.0,69.88,37.232,68.1336
SYN_4132,50대,41928367,631,21341981,59,3,0,11,4,85.0,58.763999999999996,29.166,60.379
SYN_4133,20대,37838524,600,11585750,70,4,0,10,2,80.0,46.886,43.606,59.147600000000004
SYN_4134,40대,57563573,824,16319101,49,3,1,9,2,55.0,43.693,47.404,49.329100000000004
SYN_4135,20대,36152596,640,20885588,12,2,0,2,3,90.0,22.983,50.412,58.0185
SYN_4140,20대,42995149,732,8931028,91,0,2,11,3,40.0,54.49,60.974000000000004,50.6392
SYN_4147,20대,56699818,656,33234909,16,2,0,3,1,90.0,37.908,56.867999999999995,64.4328
SYN_4150,20대,35060043,605,9105260,40,4,0,9,5,80.0,29.051000000000002,61.196,59.0741
SYN_4151,30대,42881226,793,22631649,74,5,0,1,5,75.0,51.739000000000004,78.83600000000001,69.17250000000001
SYN_4154,30대,54172383,810,16813429,73,3,0,11,5,85.0,57.866,92.656,79.1566
SYN_4155,30대,34764400,703,11829662,86,0,0,10,1,100.0,54.232,41.984,68.8648
SYN_4156,20대,38823630,600,11130854,12,9,0,13,4,55.0,24.579,56.042,46.1863
SYN_4158,50대,56029124,706,24328160,44,6,0,14,5,70.0,61.12899999999999,54.072,62.5603
SYN_4171,20대,41325320,781,14019127,24,8,0,13,5,60.0,34.923,76.28,57.3609
SYN_4174,20대,31640177,631,14648048,30,5,0,11,2,75.0,35.552,43.49,53.712599999999995
SYN_4176,30대,40704093,764,8395582,71,5,0,1,2,75.0,30.025000000000002,56.042,55.8201
SYN_4179,40대,51891797,748,11714570,92,8,0,1,4,60.0,42.849,48.902,51.5253
SYN_4181,30대,55423883,796,13294219,37,3,0,0,3,85.0,19.549999999999997,80.34200000000001,63.967600000000004
SYN_4187,30대,45387056,759,16684167,13,4,0,19,1,80.0,42.487,54.244,61.0193
SYN_4188,20대,47016062,672,24726615,22,4,1,14,5,50.0,51.867000000000004,72.75200000000001,57.3857
SYN_4194,20대,59201276,845,32872761,88,4,0,9,1,80.0,79.315,73.056,77.7113
SYN_4201,30대,55786732,737,16620222,60,7,0,19,2,65.0,63.615,68.77799999999999,65.7179
SYN_4202,30대,46118323,747,19819251,57,0,0,0,1,100.0,38.866,53.926,67.8376
SYN_4205,20대,32242641,675,16358174,48,9,0,0,2,55.0,29.561999999999998,45.65,44.5636
SYN_4211,30대,41595605,714,13124734,76,9,0,0,1,55.0,36.525999999999996,46.112,46.791399999999996
SYN_4212,30대,41815979,679,15204419,67,2,0,10,2,90.0,51.290000000000006,49.444,66.2202
SYN_4218,30대,45505306,736,18638503,93,7,0,11,1,65.0,69.478,52.154,62.4896
SYN_4223,20대,53360702,886,13550946,11,8,0,14,5,60.0,29.487000000000002,95.584,61.5213
SYN_4228,30대,47594472,640,10013539,34,1,0,13,5,95.0,33.139,71.892,69.5093
SYN_4229,20대,47372142,620,12369923,20,3,0,0,4,85.0,10.465999999999998,64.854,56.596000000000004
SYN_4235,20대,52491631,867,23660153,10,7,2,0,1,5.0,23.29,70.24600000000001,30.0608
SYN_4237,30대,52142424,733,11963938,57,4,1,5,3,50.0,34.093,71.63,51.716899999999995
SYN_4241,30대,46588306,696,12852714,57,0,0,2,4,100.0,30.997,67.858,69.6565
SYN_4244,30대,51972529,833,17418154,19,5,0,13,1,75.0,37.729,68.256,61.795500000000004
SYN_4247,20대,49582720,701,11460947,90,8,0,5,3,60.0,47.669,65.958,58.0881
SYN_4249,50대,55161260,896,15262001,39,8,0,7,5,60.0,34.217,67.062,54.38369999999999
SYN_4251,20대,60489055,804,34146550,44,0,0,19,5,100.0,74.875,94.71600000000001,90.8773
SYN_4255,40대,38307944,710,7957312,28,3,0,14,5,85.0,30.814999999999998,37.658,54.5419
SYN_4260,20대,53524145,922,24694583,62,0,0,16,3,100.0,72.548,84.248,87.0388
SYN_4264,20대,44417405,701,15713259,43,6,0,8,2,70.0,38.411,53.65,55.6183
SYN_4266,20대,52647263,809,24694698,41,2,0,15,1,90.0,61.725,67.304,74.7087
SYN_4271,20대,54989802,773,23946776,85,1,0,0,4,95.0,57.135999999999996,83.804,80.282
SYN_4274,30대,52578007,854,15216049,90,7,0,15,4,65.0,68.72899999999998,87.872,72.98029999999999
SYN_4280,50대,46588851,874,25105976,15,8,0,18,5,60.0,54.736999999999995,57.716,57.735899999999994
SYN_4281,20대,51812569,752,20557991,22,6,1,8,2,40.0,36.501,67.22,47.116299999999995
SYN_4282,30대,48224793,689,25511610,95,5,0,16,1,75.0,88.136,51.434,71.871
SYN_4284,40대,39590706,786,14347870,84,9,0,5,1,55.0,49.607,21.534000000000002,43.3423
SYN_4285,30대,44730979,695,26564575,73,5,0,13,4,75.0,75.287,65.542,72.2487
SYN_4286,20대,47599290,911,24189756,16,8,0,17,4,60.0,52.41,83.80199999999999,64.86359999999999
SYN_4287,50대,44676744,760,26197552,54,4,0,13,4,80.0,66.629,41.458,64.4261
SYN_4288,20대,41485955,720,16832121,54,4,0,6,1,80.0,41.951,46.482,58.529900000000005
SYN_4296,30대,52246323,764,20348712,94,1,0,9,4,95.0,69.709,80.642,83.1053
SYN_4301,30대,42684150,642,21435191,74,5,0,15,1,75.0,71.155,42.230000000000004,64.0155
SYN_4310,20대,37172044,672,20523299,28,5,0,6,5,75.0,36.269,64.344,60.183899999999994
SYN_4314,30대,56700329,846,33207019,56,5,0,19,2,75.0,80.071,78.27000000000001,77.50229999999999
SYN_4315,20대,37680970,697,12427966,55,3,0,5,4,85.0,34.021,60.242000000000004,62.2789
SYN_4317,20대,44950568,666,23351003,38,6,0,5,1,70.0,43.08500000000001,45.83,54.674499999999995
SYN_4321,20대,45529946,792,12942262,93,8,0,6,5,60.0,52.980999999999995,81.706,64.40610000000001
SYN_4326,50대,50371614,844,21066906,70,0,2,16,3,40.0,70.53200000000001,49.230000000000004,51.928599999999996
SYN_4327,40대,52871353,807,14377796,74,2,0,7,5,90.0,48.23499999999999,61.354,68.8767
SYN_4331,20대,54057246,829,18323187,32,9,0,1,2,55.0,26.843,75.816,52.797700000000006
SYN_4335,20대,51134845,689,29276915,60,8,0,18,5,60.0,79.131,78.858,71.3967
SYN_4337,20대,41388731,636,10696349,72,4,0,6,4,80.0,40.167,58.82,61.6961
SYN_4338,30대,55032254,870,24927429,31,5,0,11,4,75.0,51.754,90.31,72.6192
SYN_4345,40대,44011313,724,19240941,80,7,0,19,3,65.0,76.357,31.264000000000003,58.2863
SYN_4346,50대,47359949,729,11759254,42,8,0,2,1,60.0,22.453,23.678000000000004,37.8393
SYN_4355,30대,54997430,856,18170689,53,7,0,3,5,65.0,39.018,95.78800000000001,66.4418
SYN_4356,30대,49208450,794,20923068,16,2,0,10,3,90.0,37.194,74.392,69.47579999999999
SYN_4358,20대,40281247,786,11072164,11,9,1,11,4,25.0,21.096,69.982,37.3234
SYN_4363,20대,57807354,923,30074244,26,0,0,18,1,100.0,64.381,74.724,81.73150000000001
SYN_4370,30대,46722807,698,27513313,74,4,0,18,1,80.0,83.749,50.178,72.1781
SYN_4372,30대,47799132,824,13665951,67,6,0,10,2,70.0,48.866,69.02000000000001,63.3658
SYN_4374,40대,41278064,754,11341758,39,1,0,12,4,95.0,35.678,37.604,59.9846
SYN_4376,20대,55929395,771,21363576,95,0,0,0,1,100.0,57.733999999999995,66.188,77.17660000000001
SYN_4381,20대,56057227,872,27978504,35,3,0,5,2,85.0,47.471000000000004,78.98,71.9353
